index,iso1,iso2,seadistance,capitalport1,capitalport2,roaddistance,short
33069,NER,GIB,5659,1016.0,,,0
33070,NER,GIN,1994,1016.0,0.0,,0
33071,NER,GLP,6805,1016.0,,,0
33072,NER,GMB,2602,1016.0,0.0,,0
33073,NER,GNB,2341,1016.0,38.0,,0
33074,NER,GNQ,967,1016.0,,,0
33075,NER,GRC,8463,1016.0,28.0,,0
33076,NER,GRD,6729,1016.0,,,0
33077,NER,GRL,8192,1016.0,,,0
33078,NER,GTM,10474,1016.0,198.0,,0
33079,NER,GUF,5546,1016.0,0.0,,0
33080,NER,GUM,20262,1016.0,,,0
33081,NER,GUY,6175,1016.0,45.0,,0
33082,NER,HKG,18918,1016.0,,,0
33083,NER,HND,9477,1016.0,275.0,,0
33084,NER,HRV,8864,1016.0,264.0,,0
33085,NER,HTI,8111,1016.0,,,0
33086,NER,HUN,8934,1016.0,569.0,8189.0,0
33087,NER,IDN,15429,1016.0,0.0,,0
33088,NER,IND,14740,1016.0,1312.0,,0
33089,NER,IRL,7347,1016.0,0.0,,0
33090,NER,IRN,15306,1016.0,1533.0,,0
33091,NER,IRQ,16098,1016.0,640.0,,0
33092,NER,ISL,8431,1016.0,52.0,,0
33093,NER,ISR,9777,1016.0,53.0,,0
33094,NER,ITA,7027,1016.0,14.0,,0
33095,NER,JAM,8489,1016.0,59.0,,0
33096,NER,JOR,10371,1016.0,321.0,,0
33097,NER,JPN,21204,1016.0,378.0,,0
33098,NER,KAZ,9564,1016.0,3085.0,10484.0,0
33099,NER,KEN,10703,1016.0,515.0,,0
33100,NER,KGZ,15081,1016.0,3209.0,10212.0,0
33101,NER,KHM,17147,1016.0,139.0,,0
33102,NER,KIR,17115,1016.0,,,0
33103,NER,KNA,6972,1016.0,,,0
33104,NER,KOR,20901,1016.0,423.0,,0
33105,NER,KWT,16073,1016.0,118.0,,0
33106,NER,LAO,17671,1016.0,669.0,14968.0,0
33107,NER,LBN,9633,1016.0,91.0,,0
33108,NER,LBR,1056,1016.0,640.0,,0
33109,NER,LBY,7724,1016.0,111.0,,0
33110,NER,LCA,6728,1016.0,,,0
33111,NER,LIE,8934,1016.0,684.0,9300.0,0
33112,NER,LKA,13804,1016.0,100.0,,0
33113,NER,LSO,6908,1016.0,579.0,8425.0,0
33114,NER,LTU,9204,1016.0,,,0
33115,NER,LUX,7507,1016.0,325.0,9671.0,0
33116,NER,LVA,9082,1016.0,177.0,,0
33117,NER,MAC,18895,1016.0,,,0
33118,NER,MAR,5618,1016.0,257.0,,0
33119,NER,MCO,6838,1016.0,0.0,,0
33120,NER,MDA,9410,1016.0,501.0,7767.0,0
33121,NER,MDG,9627,1016.0,283.0,,0
33122,NER,MDV,13257,1016.0,,,0
33123,NER,MEX,11543,1016.0,502.0,,0
33124,NER,MHL,19958,1016.0,,,0
33125,NER,MKD,8161,1016.0,329.0,7661.0,0
33126,NER,MLI,1994,1016.0,855.0,1395.0,1
33127,NER,MLT,7507,1016.0,,,0
33128,NER,MMR,15399,1016.0,1372.0,,0
33129,NER,MNE,8161,1016.0,53.0,,0
33130,NER,MNG,20229,1016.0,2849.0,14174.0,0
33131,NER,MNP,20427,1016.0,,,0
33132,NER,MOZ,7390,1016.0,100.0,,0
33133,NER,MRT,3595,1016.0,503.0,,0
33134,NER,MSR,6895,1016.0,,,0
33135,NER,MTQ,6758,1016.0,0.0,,0
33136,NER,MUS,9894,1016.0,0.0,,0
33137,NER,MWI,10508,1016.0,1680.0,6232.0,0
33138,NER,MYS,15606,1016.0,65.0,,0
33139,NER,MYT,9732,1016.0,,,0
33140,NER,NAM,3886,1016.0,334.0,,0
33141,NER,NCL,20618,1016.0,142.0,,0
33142,NER,NFK,20163,1016.0,,,0
33143,NER,NGA,128,1016.0,667.0,,0
33144,NER,NIC,8990,1016.0,486.0,,0
33145,NER,NIU,19147,1016.0,,,0
33146,NER,NLD,7507,1016.0,167.0,,0
33147,NER,NOR,8272,1016.0,54.0,,0
33148,NER,NPL,16193,1016.0,1662.0,11599.0,0
33149,NER,NRU,20805,1016.0,,,0
33150,NER,NZL,20446,1016.0,597.0,,0
33151,NER,OMN,13581,1016.0,1053.0,,0
33152,NER,PAK,15081,1016.0,1449.0,,0
33153,NER,PAN,8815,1016.0,56.0,,0
33154,NER,PER,10754,1016.0,974.0,,0
33155,NER,PHL,18513,1016.0,230.0,,0
33156,NER,PLW,19050,1016.0,,,0
33157,NER,PNG,19239,1016.0,0.0,,0
33158,NER,POL,9022,1016.0,446.0,,0
33159,NER,PRI,7207,1016.0,,,0
33160,NER,PRK,21619,1016.0,529.0,,0
33161,NER,PRT,5781,1016.0,2.0,,0
33162,NER,PRY,7259,1016.0,1350.0,,0
33163,NER,PSE,9788,1016.0,,,0
33164,NER,PYF,17009,1016.0,,,0
33165,NER,QAT,15650,1016.0,29.0,,0
33166,NER,REU,9651,1016.0,,,0
33167,NER,ROU,9410,1016.0,203.0,,0
33168,NER,RUS,9564,1016.0,1512.0,,0
33169,NER,RWA,10508,1016.0,1331.0,4487.0,0
33170,NER,SAU,11088,1016.0,973.0,,0
33171,NER,SDN,10900,1016.0,1139.0,,0
33172,NER,SEN,2730,1016.0,0.0,,0
33173,NER,SGP,15948,1016.0,0.0,,0
33174,NER,SHN,5580,1016.0,,,0
33175,NER,SLB,20226,1016.0,,,0
33176,NER,SLE,1777,1016.0,183.0,,0
33177,NER,SLV,10241,1016.0,44.0,,0
33178,NER,SMR,7027,1016.0,359.0,9016.0,0
33179,NER,SOM,12105,1016.0,550.0,,0
33180,NER,SPM,7259,1016.0,0.0,,0
33181,NER,SRB,8193,1016.0,404.0,7856.0,0
33182,NER,STP,791,1016.0,,,0
33183,NER,SUR,5758,1016.0,0.0,,0
33184,NER,SVK,8934,1016.0,527.0,8430.0,0
33185,NER,SVN,8934,1016.0,111.0,,0
33186,NER,SWE,8229,1016.0,472.0,,0
33187,NER,SWZ,7390,1016.0,317.0,8151.0,0
33188,NER,SYC,11126,1016.0,0.0,,0
33189,NER,SYR,9596,1016.0,210.0,,0
33190,NER,TCA,8113,1016.0,,,0
33191,NER,TCD,802,1016.0,1529.0,1660.0,1
33192,NER,TGO,79,1016.0,0.0,,0
33193,NER,THA,17671,1016.0,19.0,,0
33194,NER,TJK,15081,1016.0,2104.0,9472.0,0
33195,NER,TKL,19001,1016.0,,,0
33196,NER,TKM,15306,1016.0,1948.0,8081.0,0
33197,NER,TLS,17330,1016.0,205.0,,0
33198,NER,TON,19536,1016.0,,,0
33199,NER,TTO,6730,1016.0,,,0
33200,NER,TUN,7078,1016.0,7.0,,0
33201,NER,TUR,8882,1016.0,476.0,,0
33202,NER,TUV,19975,1016.0,,,0
33203,NER,TWN,19186,1016.0,347.0,,0
33204,NER,TZA,10508,1016.0,194.0,,0
33205,NER,UGA,10703,1016.0,1137.0,4683.0,0
33206,NER,UKR,9612,1016.0,,,0
33207,NER,URY,7259,1016.0,749.0,,0
33208,NER,USA,10271,1016.0,2242.0,,0
33209,NER,UZB,15081,1016.0,2633.0,9529.0,0
33210,NER,VCT,6732,1016.0,,,0
33211,NER,VEN,7395,1016.0,205.0,,0
33212,NER,VGB,7146,1016.0,0.0,,0
33213,NER,VIR,7174,1016.0,0.0,,0
33214,NER,VNM,17281,1016.0,1514.0,,0
33215,NER,VUT,21239,1016.0,0.0,,0
33216,NER,WLF,19618,1016.0,,,0
33217,NER,WSM,19176,1016.0,,,0
33218,NER,YEM,12501,1016.0,345.0,,0
33219,NER,ZAF,6908,1016.0,630.0,,0
33220,NER,ZMB,7390,1016.0,1757.0,6420.0,0
33221,NER,ZWE,7390,1016.0,1301.0,6891.0,0
33222,NFK,ABW,13595,,,,0
33223,NFK,AFG,12927,,1471.0,,0
33224,NFK,AGO,17112,,1184.0,,0
33225,NFK,AIA,14488,,,,0
33226,NFK,ALB,18045,,248.0,,0
33227,NFK,AND,18801,,453.0,,0
33228,NFK,ANT,14497,,,,0
33229,NFK,ARE,13614,,229.0,,0
33230,NFK,ARG,11974,,1738.0,,0
33231,NFK,ARM,9885,,818.0,,0
33232,NFK,ASM,2418,,,,0
33233,NFK,ATG,14585,,,,0
33234,NFK,AUS,2000,,638.0,,0
33235,NFK,AUT,18680,,468.0,,0
33236,NFK,AZE,9885,,1197.0,,0
33237,NFK,BDI,13661,,1365.0,,0
33238,NFK,BEL,19765,,132.0,,0
33239,NFK,BEN,20165,,80.0,,0
33240,NFK,BFA,20178,,971.0,,0
33241,NFK,BGD,10786,,996.0,,0
33242,NFK,BGR,18266,,451.0,,0
33243,NFK,BHR,14081,,0.0,,0
33244,NFK,BHS,14856,,,,0
33245,NFK,BIH,18366,,197.0,,0
33246,NFK,BLR,21665,,530.0,,0
33247,NFK,BLZ,13976,,78.0,,0
33248,NFK,BMU,15757,,0.0,,0
33249,NFK,BOL,11034,,2520.0,,0
33250,NFK,BRA,16486,,1121.0,,0
33251,NFK,BRB,14631,,0.0,,0
33252,NFK,BRN,7076,,42.0,,0
33253,NFK,BTN,10786,,1072.0,,0
33254,NFK,BWA,13478,,947.0,,0
33255,NFK,CAF,19649,,1273.0,,0
33256,NFK,CAN,11456,,4340.0,,0
33257,NFK,CHE,18801,,581.0,,0
33258,NFK,CHL,11035,,116.0,,0
33259,NFK,CHN,8994,,1449.0,,0
33260,NFK,CIV,20286,,251.0,,0
33261,NFK,CMR,19651,,283.0,,0
33262,NFK,COD,18263,,,,0
33263,NFK,COG,18451,,438.0,,0
33264,NFK,COK,3427,,,,0
33265,NFK,COL,12934,,934.0,,0
33266,NFK,COM,12864,,,,0
33267,NFK,CPV,18137,,,,0
33268,NFK,CRI,12903,,142.0,,0
33269,NFK,CUB,14249,,,,0
33270,NFK,CYM,13796,,0.0,,0
33271,NFK,CYP,17223,,43.0,,0
33272,NFK,CZE,20002,,693.0,,0
33273,NFK,DEU,19998,,391.0,,0
33274,NFK,DJI,14102,,297.0,,0
33275,NFK,DMA,14555,,0.0,,0
33276,NFK,DNK,21074,,0.0,,0
33277,NFK,DOM,14271,,,,0
33278,NFK,DZA,19660,,386.0,,0
33279,NFK,ECU,11742,,347.0,,0
33280,NFK,EGY,16666,,175.0,,0
33281,NFK,ERI,14212,,592.0,,0
33282,NFK,ESP,20084,,655.0,,0
33283,NFK,EST,21686,,23.0,,0
33284,NFK,ETH,14213,,864.0,,0
33285,NFK,FIN,21708,,0.0,,0
33286,NFK,FJI,1529,,,,0
33287,NFK,FLK,11598,,0.0,,0
33288,NFK,FRA,18800,,757.0,,0
33289,NFK,FRO,19429,,0.0,,0
33290,NFK,FSM,5064,,,,0
33291,NFK,GAB,19243,,14.0,,0
33292,NFK,GBR,19525,,95.0,,0
33293,NFK,GEO,19300,,436.0,,0
33294,NFK,GHA,20170,,14.0,,0
33295,NFK,GIB,20090,,,,0
33296,NFK,GIN,19333,,0.0,,0
33297,NFK,GLP,14583,,,,0
33298,NFK,GMB,18889,,0.0,,0
33299,NFK,GNB,18968,,38.0,,0
33300,NFK,GNQ,19409,,,,0
33301,NFK,GRC,17599,,28.0,,0
33302,NFK,GRD,14447,,,,0
33303,NFK,GRL,19133,,,,0
33304,NFK,GTM,11400,,198.0,,0
33305,NFK,GUF,15779,,0.0,,0
33306,NFK,GUM,5945,,,,0
33307,NFK,GUY,15237,,45.0,,0
33308,NFK,HKG,8508,,,,0
33309,NFK,HND,13861,,275.0,,0
33310,NFK,HRV,18608,,264.0,,0
33311,NFK,HTI,14079,,,,0
33312,NFK,HUN,18680,,569.0,,0
33313,NFK,IDN,6863,,0.0,,0
33314,NFK,IND,12059,,1312.0,,0
33315,NFK,IRL,19615,,0.0,,0
33316,NFK,IRN,13664,,1533.0,,0
33317,NFK,IRQ,14387,,640.0,,0
33318,NFK,ISL,19546,,52.0,,0
33319,NFK,ISR,16840,,53.0,,0
33320,NFK,ITA,18478,,14.0,,0
33321,NFK,JAM,13769,,59.0,,0
33322,NFK,JOR,16348,,321.0,,0
33323,NFK,JPN,8815,,378.0,,0
33324,NFK,KAZ,9885,,3085.0,,0
33325,NFK,KEN,13675,,515.0,,0
33326,NFK,KGZ,12927,,3209.0,,0
33327,NFK,KHM,8252,,139.0,,0
33328,NFK,KIR,4881,,,,0
33329,NFK,KNA,14494,,,,0
33330,NFK,KOR,9123,,423.0,,0
33331,NFK,KWT,14354,,118.0,,0
33332,NFK,LAO,8789,,669.0,,0
33333,NFK,LBN,17207,,91.0,,0
33334,NFK,LBR,20247,,640.0,,0
33335,NFK,LBY,18465,,111.0,,0
33336,NFK,LCA,14517,,,,0
33337,NFK,LIE,18680,,684.0,,0
33338,NFK,LKA,10132,,100.0,,0
33339,NFK,LSO,13478,,579.0,,0
33340,NFK,LTU,21658,,,,0
33341,NFK,LUX,19703,,325.0,,0
33342,NFK,LVA,21473,,177.0,,0
33343,NFK,MAC,8547,,,,0
33344,NFK,MAR,20164,,257.0,,0
33345,NFK,MCO,18757,,0.0,,0
33346,NFK,MDA,18541,,501.0,,0
33347,NFK,MDG,12615,,283.0,,0
33348,NFK,MDV,10705,,,,0
33349,NFK,MEX,10592,,502.0,,0
33350,NFK,MHL,4543,,,,0
33351,NFK,MKD,18344,,329.0,,0
33352,NFK,MLI,19333,,855.0,,0
33353,NFK,MLT,18208,,,,0
33354,NFK,MMR,8885,,1372.0,,0
33355,NFK,MNE,18345,,53.0,,0
33356,NFK,MNG,8995,,2849.0,,0
33357,NFK,MNP,6098,,,,0
33358,NFK,MOZ,13564,,100.0,,0
33359,NFK,MRT,19055,,503.0,,0
33360,NFK,MSR,14528,,,,0
33361,NFK,MTQ,14548,,0.0,,0
33362,NFK,MUS,11726,,0.0,,0
33363,NFK,MWI,13661,,1680.0,,0
33364,NFK,MYS,7888,,65.0,,0
33365,NFK,MYT,12806,,,,0
33366,NFK,NAM,15936,,334.0,,0
33367,NFK,NCL,847,,142.0,,0
33368,NFK,NER,20163,,1016.0,,0
33369,NFK,NGA,20130,,667.0,,0
33370,NFK,NIC,13232,,486.0,,0
33371,NFK,NIU,2204,,,,0
33372,NFK,NLD,19698,,167.0,,0
33373,NFK,NOR,20682,,54.0,,0
33374,NFK,NPL,10786,,1662.0,,0
33375,NFK,NRU,3611,,,,0
33376,NFK,NZL,1017,,597.0,,0
33377,NFK,OMN,13210,,1053.0,,0
33378,NFK,PAK,12926,,1449.0,,0
33379,NFK,PAN,12593,,56.0,,0
33380,NFK,PER,11453,,974.0,,0
33381,NFK,PHL,7624,,230.0,,0
33382,NFK,PLW,5626,,,,0
33383,NFK,PNG,3002,,0.0,,0
33384,NFK,POL,21554,,446.0,,0
33385,NFK,PRI,14313,,,,0
33386,NFK,PRK,9864,,529.0,,0
33387,NFK,PRT,19555,,2.0,,0
33388,NFK,PRY,14331,,1350.0,,0
33389,NFK,PSE,16779,,,,0
33390,NFK,PYF,4171,,,,0
33391,NFK,QAT,14028,,29.0,,0
33392,NFK,REU,11872,,,,0
33393,NFK,ROU,18541,,203.0,,0
33394,NFK,RUS,9884,,9417.0,,0
33395,NFK,RWA,13661,,1331.0,,0
33396,NFK,SAU,15272,,973.0,,0
33397,NFK,SDN,15449,,1139.0,,0
33398,NFK,SEN,18840,,0.0,,0
33399,NFK,SGP,7519,,0.0,,0
33400,NFK,SHN,16667,,,,0
33401,NFK,SLB,2907,,,,0
33402,NFK,SLE,19511,,183.0,,0
33403,NFK,SLV,11642,,44.0,,0
33404,NFK,SMR,18477,,359.0,,0
33405,NFK,SOM,13259,,550.0,,0
33406,NFK,SPM,17501,,0.0,,0
33407,NFK,SRB,18366,,404.0,,0
33408,NFK,STP,19369,,,,0
33409,NFK,SUR,15553,,0.0,,0
33410,NFK,SVK,18680,,527.0,,0
33411,NFK,SVN,18682,,111.0,,0
33412,NFK,SWE,20577,,472.0,,0
33413,NFK,SWZ,13564,,317.0,,0
33414,NFK,SYC,12064,,0.0,,0
33415,NFK,SYR,17251,,210.0,,0
33416,NFK,TCA,14267,,,,0
33417,NFK,TCD,19649,,1529.0,,0
33418,NFK,TGO,20178,,0.0,,0
33419,NFK,THA,8788,,19.0,,0
33420,NFK,TJK,12927,,2104.0,,0
33421,NFK,TKL,2940,,,,0
33422,NFK,TKM,13664,,1948.0,,0
33423,NFK,TLS,4700,,205.0,,0
33424,NFK,TON,1876,,,,0
33425,NFK,TTO,14498,,,,0
33426,NFK,TUN,18565,,7.0,,0
33427,NFK,TUR,18117,,476.0,,0
33428,NFK,TUV,2688,,,,0
33429,NFK,TWN,8077,,347.0,,0
33430,NFK,TZA,13661,,194.0,,0
33431,NFK,UGA,13676,,1137.0,,0
33432,NFK,UKR,18854,,,,0
33433,NFK,URY,14331,,749.0,,0
33434,NFK,USA,10509,,4536.0,,0
33435,NFK,UZB,12927,,2633.0,,0
33436,NFK,VCT,14441,,,,0
33437,NFK,VEN,13913,,205.0,,0
33438,NFK,VGB,14373,,0.0,,0
33439,NFK,VIR,14341,,0.0,,0
33440,NFK,VNM,7800,,1514.0,,0
33441,NFK,VUT,1371,,0.0,,0
33442,NFK,WLF,2274,,,,0
33443,NFK,WSM,2384,,,,0
33444,NFK,YEM,13929,,345.0,,0
33445,NFK,ZAF,13478,,630.0,,0
33446,NFK,ZMB,13564,,1757.0,,0
33447,NFK,ZWE,13564,,1301.0,,0
33448,NGA,ABW,7745,667.0,,,0
33449,NGA,AFG,15048,667.0,1471.0,,0
33450,NGA,AGO,2940,667.0,1184.0,,0
33451,NGA,AIA,7181,667.0,,,0
33452,NGA,ALB,7970,667.0,248.0,,0
33453,NGA,AND,6865,667.0,453.0,,0
33454,NGA,ANT,7142,667.0,,,0
33455,NGA,ARE,15273,667.0,229.0,,0
33456,NGA,ARG,8282,667.0,1738.0,,0
33457,NGA,ARM,9696,667.0,818.0,,0
33458,NGA,ASM,19240,667.0,,,0
33459,NGA,ATG,6994,667.0,,,0
33460,NGA,AUS,16943,667.0,638.0,,0
33461,NGA,AUT,9067,667.0,468.0,,0
33462,NGA,AZE,9696,667.0,1197.0,,0
33463,NGA,BDI,10474,667.0,1365.0,,0
33464,NGA,BEL,7697,667.0,132.0,,0
33465,NGA,BEN,128,667.0,80.0,,0
33466,NGA,BFA,214,667.0,971.0,,0
33467,NGA,BGD,16160,667.0,996.0,,0
33468,NGA,BGR,9240,667.0,451.0,,0
33469,NGA,BHR,15747,667.0,0.0,,0
33470,NGA,BHS,8830,667.0,,,0
33471,NGA,BIH,8325,667.0,197.0,,0
33472,NGA,BLR,9337,667.0,530.0,,0
33473,NGA,BLZ,9682,667.0,78.0,,0
33474,NGA,BMU,7246,667.0,0.0,,0
33475,NGA,BOL,13010,667.0,2520.0,,0
33476,NGA,BRA,6040,667.0,1121.0,,0
33477,NGA,BRB,6719,667.0,0.0,,0
33478,NGA,BRN,17071,667.0,42.0,,0
33479,NGA,BTN,16158,667.0,1072.0,,0
33480,NGA,BWA,6875,667.0,947.0,,0
33481,NGA,CAF,730,667.0,1273.0,,0
33482,NGA,CAN,7833,667.0,1102.0,,0
33483,NGA,CHE,6865,667.0,581.0,,0
33484,NGA,CHL,13010,667.0,116.0,,0
33485,NGA,CHN,20196,667.0,1449.0,,0
33486,NGA,CIV,819,667.0,251.0,,0
33487,NGA,CMR,731,667.0,283.0,,0
33488,NGA,COD,1929,667.0,,,0
33489,NGA,COG,1779,667.0,438.0,,0
33490,NGA,COK,18161,667.0,,,0
33491,NGA,COL,8459,667.0,934.0,,0
33492,NGA,COM,9704,667.0,,,0
33493,NGA,CPV,3537,667.0,,,0
33494,NGA,CRI,9216,667.0,142.0,,0
33495,NGA,CUB,9238,667.0,,,0
33496,NGA,CYM,9063,667.0,0.0,,0
33497,NGA,CYP,9718,667.0,43.0,,0
33498,NGA,CZE,7952,667.0,693.0,,0
33499,NGA,DEU,7953,667.0,391.0,,0
33500,NGA,DJI,12467,667.0,297.0,,0
33501,NGA,DMA,6920,667.0,0.0,,0
33502,NGA,DNK,8750,667.0,0.0,,0
33503,NGA,DOM,7954,667.0,,,0
33504,NGA,DZA,6264,667.0,386.0,,0
33505,NGA,ECU,10256,667.0,347.0,,0
33506,NGA,EGY,9686,667.0,175.0,,0
33507,NGA,ERI,12349,667.0,592.0,,0
33508,NGA,ESP,5793,667.0,655.0,,0
33509,NGA,EST,9370,667.0,23.0,,0
33510,NGA,ETH,12347,667.0,864.0,,0
33511,NGA,FIN,9387,667.0,0.0,,0
33512,NGA,FJI,20399,667.0,,,0
33513,NGA,FLK,7890,667.0,0.0,,0
33514,NGA,FRA,6865,667.0,757.0,,0
33515,NGA,FRO,8344,667.0,0.0,,0
33516,NGA,FSM,20178,667.0,,,0
33517,NGA,GAB,963,667.0,14.0,,0
33518,NGA,GBR,7389,667.0,95.0,,0
33519,NGA,GEO,9976,667.0,436.0,,0
33520,NGA,GHA,355,667.0,14.0,,0
33521,NGA,GIB,5791,667.0,,,0
33522,NGA,GIN,2131,667.0,0.0,,0
33523,NGA,GLP,6941,667.0,,,0
33524,NGA,GMB,2740,667.0,0.0,,0
33525,NGA,GNB,2478,667.0,38.0,,0
33526,NGA,GNQ,909,667.0,,,0
33527,NGA,GRC,8596,667.0,28.0,,0
33528,NGA,GRD,6865,667.0,,,0
33529,NGA,GRL,8328,667.0,,,0
33530,NGA,GTM,10609,667.0,198.0,,0
33531,NGA,GUF,5679,667.0,0.0,,0
33532,NGA,GUM,20228,667.0,,,0
33533,NGA,GUY,6311,667.0,45.0,,0
33534,NGA,HKG,18884,667.0,,,0
33535,NGA,HND,9611,667.0,275.0,,0
33536,NGA,HRV,8997,667.0,264.0,,0
33537,NGA,HTI,8245,667.0,,,0
33538,NGA,HUN,9067,667.0,569.0,,0
33539,NGA,IDN,15396,667.0,0.0,,0
33540,NGA,IND,14707,667.0,1312.0,,0
33541,NGA,IRL,7480,667.0,0.0,,0
33542,NGA,IRN,15338,667.0,1533.0,,0
33543,NGA,IRQ,16096,667.0,640.0,,0
33544,NGA,ISL,8566,667.0,52.0,,0
33545,NGA,ISR,9911,667.0,53.0,,0
33546,NGA,ITA,7160,667.0,14.0,,0
33547,NGA,JAM,8623,667.0,59.0,,0
33548,NGA,JOR,10506,667.0,321.0,,0
33549,NGA,JPN,21171,667.0,378.0,,0
33550,NGA,KAZ,9696,667.0,3085.0,,0
33551,NGA,KEN,10670,667.0,515.0,,0
33552,NGA,KGZ,15048,667.0,3209.0,,0
33553,NGA,KHM,17114,667.0,139.0,,0
33554,NGA,KIR,17247,667.0,,,0
33555,NGA,KNA,7108,667.0,,,0
33556,NGA,KOR,20867,667.0,423.0,,0
33557,NGA,KWT,16064,667.0,118.0,,0
33558,NGA,LAO,17637,667.0,669.0,,0
33559,NGA,LBN,9766,667.0,91.0,,0
33560,NGA,LBR,1189,667.0,640.0,,0
33561,NGA,LBY,7856,667.0,111.0,,0
33562,NGA,LCA,6864,667.0,,,0
33563,NGA,LIE,9067,667.0,684.0,,0
33564,NGA,LKA,13771,667.0,100.0,,0
33565,NGA,LSO,6875,667.0,579.0,,0
33566,NGA,LTU,9337,667.0,,,0
33567,NGA,LUX,7639,667.0,325.0,,0
33568,NGA,LVA,9214,667.0,177.0,,0
33569,NGA,MAC,18862,667.0,,,0
33570,NGA,MAR,5750,667.0,257.0,,0
33571,NGA,MCO,6970,667.0,0.0,,0
33572,NGA,MDA,9542,667.0,501.0,,0
33573,NGA,MDG,9594,667.0,283.0,,0
33574,NGA,MDV,13224,667.0,,,0
33575,NGA,MEX,11678,667.0,502.0,,0
33576,NGA,MHL,20091,667.0,,,0
33577,NGA,MKD,8293,667.0,329.0,,0
33578,NGA,MLI,2131,667.0,855.0,,0
33579,NGA,MLT,7640,667.0,,,0
33580,NGA,MMR,15366,667.0,1372.0,,0
33581,NGA,MNE,8294,667.0,53.0,,0
33582,NGA,MNG,20197,667.0,2849.0,,0
33583,NGA,MNP,20394,667.0,,,0
33584,NGA,MOZ,7357,667.0,100.0,,0
33585,NGA,MRT,3730,667.0,503.0,,0
33586,NGA,MSR,7032,667.0,,,0
33587,NGA,MTQ,6894,667.0,0.0,,0
33588,NGA,MUS,9860,667.0,0.0,,0
33589,NGA,MWI,10474,667.0,1680.0,,0
33590,NGA,MYS,15573,667.0,65.0,,0
33591,NGA,MYT,9699,667.0,,,0
33592,NGA,NAM,3853,667.0,334.0,,0
33593,NGA,NCL,20584,667.0,142.0,,0
33594,NGA,NER,128,667.0,1016.0,,0
33595,NGA,NFK,20130,667.0,,,0
33596,NGA,NIC,9124,667.0,486.0,,0
33597,NGA,NIU,19280,667.0,,,0
33598,NGA,NLD,7639,667.0,167.0,,0
33599,NGA,NOR,8405,667.0,54.0,,0
33600,NGA,NPL,16158,667.0,1662.0,,0
33601,NGA,NRU,20937,667.0,,,0
33602,NGA,NZL,20413,667.0,597.0,,0
33603,NGA,OMN,13677,667.0,1053.0,,0
33604,NGA,PAK,15048,667.0,1449.0,,0
33605,NGA,PAN,8949,667.0,56.0,,0
33606,NGA,PER,10888,667.0,974.0,,0
33607,NGA,PHL,18480,667.0,230.0,,0
33608,NGA,PLW,19017,667.0,,,0
33609,NGA,PNG,19206,667.0,0.0,,0
33610,NGA,POL,9155,667.0,446.0,,0
33611,NGA,PRI,7343,667.0,,,0
33612,NGA,PRK,21586,667.0,529.0,,0
33613,NGA,PRT,5913,667.0,2.0,,0
33614,NGA,PRY,7384,667.0,1350.0,,0
33615,NGA,PSE,9921,667.0,,,0
33616,NGA,PYF,17142,667.0,,,0
33617,NGA,QAT,15663,667.0,29.0,,0
33618,NGA,REU,9618,667.0,,,0
33619,NGA,ROU,9543,667.0,203.0,,0
33620,NGA,RUS,9696,667.0,1512.0,,0
33621,NGA,RWA,10474,667.0,1331.0,,0
33622,NGA,SAU,11224,667.0,973.0,,0
33623,NGA,SDN,11036,667.0,1139.0,,0
33624,NGA,SEN,2868,667.0,0.0,,0
33625,NGA,SGP,15915,667.0,0.0,,0
33626,NGA,SHN,5648,667.0,,,0
33627,NGA,SLB,20192,667.0,,,0
33628,NGA,SLE,1914,667.0,183.0,,0
33629,NGA,SLV,10376,667.0,44.0,,0
33630,NGA,SMR,7159,667.0,359.0,,0
33631,NGA,SOM,12071,667.0,550.0,,0
33632,NGA,SPM,7395,667.0,0.0,,0
33633,NGA,SRB,8326,667.0,404.0,,0
33634,NGA,STP,751,667.0,,,0
33635,NGA,SUR,5890,667.0,0.0,,0
33636,NGA,SVK,9067,667.0,527.0,,0
33637,NGA,SVN,9067,667.0,111.0,,0
33638,NGA,SWE,8361,667.0,472.0,,0
33639,NGA,SWZ,7357,667.0,317.0,,0
33640,NGA,SYC,11092,667.0,0.0,,0
33641,NGA,SYR,9729,667.0,210.0,,0
33642,NGA,TCA,8248,667.0,,,0
33643,NGA,TCD,730,667.0,1529.0,,0
33644,NGA,TGO,214,667.0,0.0,,0
33645,NGA,THA,17638,667.0,19.0,,0
33646,NGA,TJK,15048,667.0,2104.0,,0
33647,NGA,TKL,19134,667.0,,,0
33648,NGA,TKM,15337,667.0,1948.0,,0
33649,NGA,TLS,17296,667.0,205.0,,0
33650,NGA,TON,19669,667.0,,,0
33651,NGA,TTO,6867,667.0,,,0
33652,NGA,TUN,7211,667.0,7.0,,0
33653,NGA,TUR,9014,667.0,476.0,,0
33654,NGA,TUV,20107,667.0,,,0
33655,NGA,TWN,19152,667.0,347.0,,0
33656,NGA,TZA,10474,667.0,194.0,,0
33657,NGA,UGA,10670,667.0,1137.0,,0
33658,NGA,UKR,9744,667.0,,,0
33659,NGA,URY,7384,667.0,749.0,,0
33660,NGA,USA,10405,667.0,2242.0,,0
33661,NGA,UZB,15048,667.0,2633.0,,0
33662,NGA,VCT,6868,667.0,,,0
33663,NGA,VEN,7530,667.0,205.0,,0
33664,NGA,VGB,7282,667.0,0.0,,0
