index,iso1,iso2,seadistance,capitalport1,capitalport2,roaddistance,short
6173,BOL,GHA,12773,2520.0,14.0,,0
6174,BOL,GIB,13256,2520.0,,,0
6175,BOL,GIN,12381,2520.0,0.0,,0
6176,BOL,GLP,7358,2520.0,,,0
6177,BOL,GMB,11937,2520.0,0.0,,0
6178,BOL,GNB,12016,2520.0,38.0,,0
6179,BOL,GNQ,12801,2520.0,,,0
6180,BOL,GRC,16060,2520.0,28.0,,0
6181,BOL,GRD,7269,2520.0,,,0
6182,BOL,GRL,11777,2520.0,,,0
6183,BOL,GTM,6208,2520.0,198.0,,0
6184,BOL,GUF,8653,2520.0,0.0,,0
6185,BOL,GUM,15585,2520.0,,,0
6186,BOL,GUY,8083,2520.0,45.0,,0
6187,BOL,HKG,18807,2520.0,,,0
6188,BOL,HND,6719,2520.0,275.0,,0
6189,BOL,HRV,16486,2520.0,264.0,,0
6190,BOL,HTI,6753,2520.0,,,0
6191,BOL,HUN,16565,2520.0,569.0,,0
6192,BOL,IDN,18399,2520.0,0.0,,0
6193,BOL,IND,20076,2520.0,1312.0,,0
6194,BOL,IRL,12129,2520.0,0.0,,0
6195,BOL,IRN,20708,2520.0,1533.0,,0
6196,BOL,IRQ,21577,2520.0,640.0,,0
6197,BOL,ISL,11704,2520.0,52.0,,0
6198,BOL,ISR,18022,2520.0,53.0,,0
6199,BOL,ITA,14624,2520.0,14.0,,0
6200,BOL,JAM,6507,2520.0,59.0,,0
6201,BOL,JOR,18656,2520.0,321.0,,0
6202,BOL,JPN,16935,2520.0,378.0,,0
6203,BOL,KAZ,16236,2520.0,3085.0,,0
6204,BOL,KEN,16041,2520.0,515.0,,0
6205,BOL,KGZ,20453,2520.0,3209.0,,0
6206,BOL,KHM,19566,2520.0,139.0,,0
6207,BOL,KIR,9253,2520.0,,,0
6208,BOL,KNA,7249,2520.0,,,0
6209,BOL,KOR,17656,2520.0,423.0,,0
6210,BOL,KWT,21552,2520.0,118.0,,0
6211,BOL,LAO,20079,2520.0,669.0,,0
6212,BOL,LBN,17878,2520.0,91.0,,0
6213,BOL,LBR,12290,2520.0,640.0,,0
6214,BOL,LBY,15320,2520.0,111.0,,0
6215,BOL,LCA,7320,2520.0,,,0
6216,BOL,LIE,16565,2520.0,684.0,,0
6217,BOL,LKA,19397,2520.0,100.0,,0
6218,BOL,LSO,12345,2520.0,579.0,,0
6219,BOL,LTU,14174,2520.0,,,0
6220,BOL,LUX,12212,2520.0,325.0,,0
6221,BOL,LVA,13989,2520.0,177.0,,0
6222,BOL,MAC,18864,2520.0,,,0
6223,BOL,MAR,13215,2520.0,257.0,,0
6224,BOL,MCO,14435,2520.0,0.0,,0
6225,BOL,MDA,17007,2520.0,501.0,,0
6226,BOL,MDG,15133,2520.0,283.0,,0
6227,BOL,MDV,18665,2520.0,,,0
6228,BOL,MEX,7088,2520.0,502.0,,0
6229,BOL,MHL,12610,2520.0,,,0
6230,BOL,MKD,15758,2520.0,329.0,,0
6231,BOL,MLI,12382,2520.0,855.0,,0
6232,BOL,MLT,15104,2520.0,,,0
6233,BOL,MMR,20429,2520.0,1372.0,,0
6234,BOL,MNE,15758,2520.0,53.0,,0
6235,BOL,MNG,18238,2520.0,2849.0,,0
6236,BOL,MNP,15514,2520.0,,,0
6237,BOL,MOZ,12788,2520.0,100.0,,0
6238,BOL,MRT,12104,2520.0,503.0,,0
6239,BOL,MSR,7294,2520.0,,,0
6240,BOL,MTQ,7342,2520.0,0.0,,0
6241,BOL,MUS,15491,2520.0,0.0,,0
6242,BOL,MWI,15845,2520.0,1680.0,,0
6243,BOL,MYS,19446,2520.0,65.0,,0
6244,BOL,MYT,15081,2520.0,,,0
6245,BOL,NAM,11177,2520.0,334.0,,0
6246,BOL,NCL,11546,2520.0,142.0,,0
6247,BOL,NER,12936,2520.0,1016.0,,0
6248,BOL,NFK,11034,2520.0,,,0
6249,BOL,NGA,13010,2520.0,667.0,,0
6250,BOL,NIC,6066,2520.0,486.0,,0
6251,BOL,NIU,9446,2520.0,,,0
6252,BOL,NLD,12213,2520.0,167.0,,0
6253,BOL,NOR,13197,2520.0,54.0,,0
6254,BOL,NPL,21530,2520.0,1662.0,,0
6255,BOL,NRU,12673,2520.0,,,0
6256,BOL,NZL,10258,2520.0,597.0,,0
6257,BOL,OMN,19047,2520.0,1053.0,,0
6258,BOL,PAK,20454,2520.0,1449.0,,0
6259,BOL,PAN,5389,2520.0,56.0,,0
6260,BOL,PER,3364,2520.0,974.0,,0
6261,BOL,PHL,18375,2520.0,230.0,,0
6262,BOL,PLW,16295,2520.0,,,0
6263,BOL,PNG,14177,2520.0,0.0,,0
6264,BOL,POL,14070,2520.0,446.0,,0
6265,BOL,PRI,7054,2520.0,,,0
6266,BOL,PRK,17440,2520.0,529.0,,0
6267,BOL,PRT,12070,2520.0,2.0,,0
6268,BOL,PRY,5900,2520.0,1350.0,1883.0,1
6269,BOL,PSE,18033,2520.0,,,0
6270,BOL,PYF,7532,2520.0,,,0
6271,BOL,QAT,21033,2520.0,29.0,,0
6272,BOL,REU,15218,2520.0,,,0
6273,BOL,ROU,17007,2520.0,203.0,,0
6274,BOL,RUS,16235,2520.0,9417.0,,0
6275,BOL,RWA,15845,2520.0,1331.0,,0
6276,BOL,SAU,19462,2520.0,973.0,,0
6277,BOL,SDN,19262,2520.0,1139.0,,0
6278,BOL,SEN,11889,2520.0,0.0,,0
6279,BOL,SGP,19082,2520.0,0.0,,0
6280,BOL,SHN,8051,2520.0,,,0
6281,BOL,SLB,13457,2520.0,,,0
6282,BOL,SLE,12514,2520.0,183.0,,0
6283,BOL,SLV,5960,2520.0,44.0,,0
6284,BOL,SMR,14623,2520.0,359.0,,0
6285,BOL,SOM,17495,2520.0,550.0,,0
6286,BOL,SPM,9900,2520.0,0.0,,0
6287,BOL,SRB,15790,2520.0,404.0,,0
6288,BOL,STP,12618,2520.0,,,0
6289,BOL,SUR,8422,2520.0,0.0,,0
6290,BOL,SVK,16565,2520.0,527.0,,0
6291,BOL,SVN,16565,2520.0,111.0,,0
6292,BOL,SWE,13092,2520.0,472.0,,0
6293,BOL,SWZ,12790,2520.0,317.0,,0
6294,BOL,SYC,16527,2520.0,0.0,,0
6295,BOL,SYR,17841,2520.0,210.0,,0
6296,BOL,TCA,6924,2520.0,,,0
6297,BOL,TCD,12998,2520.0,1529.0,,0
6298,BOL,TGO,12883,2520.0,0.0,,0
6299,BOL,THA,20076,2520.0,19.0,,0
6300,BOL,TJK,20453,2520.0,2104.0,,0
6301,BOL,TKL,10043,2520.0,,,0
6302,BOL,TKM,20706,2520.0,1948.0,,0
6303,BOL,TLS,16207,2520.0,205.0,,0
6304,BOL,TON,9868,2520.0,,,0
6305,BOL,TTO,7333,2520.0,,,0
6306,BOL,TUN,14675,2520.0,7.0,,0
6307,BOL,TUR,16478,2520.0,476.0,,0
6308,BOL,TUV,11135,2520.0,,,0
6309,BOL,TWN,18251,2520.0,347.0,,0
6310,BOL,TZA,15845,2520.0,194.0,,0
6311,BOL,UGA,16041,2520.0,1137.0,,0
6312,BOL,UKR,17208,2520.0,,,0
6313,BOL,URY,5900,2520.0,749.0,,0
6314,BOL,USA,8511,2520.0,2242.0,,0
6315,BOL,UZB,20453,2520.0,2633.0,,0
6316,BOL,VCT,7258,2520.0,,,0
6317,BOL,VEN,6746,2520.0,205.0,,0
6318,BOL,VGB,7114,2520.0,0.0,,0
6319,BOL,VIR,7084,2520.0,0.0,,0
6320,BOL,VNM,19089,2520.0,1514.0,,0
6321,BOL,VUT,11617,2520.0,0.0,,0
6322,BOL,WLF,10335,2520.0,,,0
6323,BOL,WSM,9830,2520.0,,,0
6324,BOL,YEM,19053,2520.0,345.0,,0
6325,BOL,ZAF,12345,2520.0,630.0,,0
6326,BOL,ZMB,12790,2520.0,1757.0,,0
6327,BOL,ZWE,12790,2520.0,1301.0,,0
6328,BRA,ABW,7105,1121.0,,,0
6329,BRA,AFG,16037,1121.0,1471.0,,0
6330,BRA,AGO,5873,1121.0,1184.0,,0
6331,BRA,AIA,6702,1121.0,,,0
6332,BRA,ALB,11000,1121.0,248.0,,0
6333,BRA,AND,9896,1121.0,453.0,,0
6334,BRA,ANT,6627,1121.0,,,0
6335,BRA,ARE,16298,1121.0,229.0,,0
6336,BRA,ARG,2690,1121.0,1738.0,,0
6337,BRA,ARM,12727,1121.0,818.0,,0
6338,BRA,ASM,15681,1121.0,,,0
6339,BRA,ATG,6458,1121.0,,,0
6340,BRA,AUS,17774,1121.0,638.0,,0
6341,BRA,AUT,12132,1121.0,468.0,,0
6342,BRA,AZE,12727,1121.0,1197.0,,0
6343,BRA,BDI,11497,1121.0,1365.0,,0
6344,BRA,BEL,10177,1121.0,132.0,,0
6345,BRA,BEN,5914,1121.0,80.0,,0
6346,BRA,BFA,5828,1121.0,971.0,,0
6347,BRA,BGD,17203,1121.0,996.0,,0
6348,BRA,BGR,12271,1121.0,451.0,,0
6349,BRA,BHR,16771,1121.0,0.0,,0
6350,BRA,BHS,8266,1121.0,,,0
6351,BRA,BIH,11356,1121.0,197.0,,0
6352,BRA,BLR,12052,1121.0,530.0,,0
6353,BRA,BLZ,9042,1121.0,78.0,,0
6354,BRA,BMU,8070,1121.0,0.0,,0
6355,BRA,BOL,7369,1121.0,2520.0,,0
6356,BRA,BRB,5997,1121.0,0.0,,0
6357,BRA,BRN,18455,1121.0,42.0,,0
6358,BRA,BTN,17202,1121.0,1072.0,,0
6359,BRA,BWA,7864,1121.0,947.0,,0
6360,BRA,CAF,6468,1121.0,1273.0,,0
6361,BRA,CAN,9373,1121.0,1102.0,,0
6362,BRA,CHE,9896,1121.0,581.0,,0
6363,BRA,CHL,7369,1121.0,116.0,,0
6364,BRA,CHN,21462,1121.0,1449.0,,0
6365,BRA,CIV,5289,1121.0,251.0,,0
6366,BRA,CMR,6468,1121.0,283.0,,0
6367,BRA,COD,6332,1121.0,,,0
6368,BRA,COG,6294,1121.0,438.0,,0
6369,BRA,COK,15120,1121.0,,,0
6370,BRA,COL,7818,1121.0,934.0,,0
6371,BRA,COM,10744,1121.0,,,0
6372,BRA,CPV,5910,1121.0,,,0
6373,BRA,CRI,8575,1121.0,142.0,,0
6374,BRA,CUB,8597,1121.0,,,0
6375,BRA,CYM,8423,1121.0,0.0,,0
6376,BRA,CYP,12798,1121.0,43.0,,0
6377,BRA,CZE,10409,1121.0,693.0,,0
6378,BRA,DEU,10410,1121.0,391.0,,0
6379,BRA,DJI,14895,1121.0,297.0,,0
6380,BRA,DMA,6260,1121.0,0.0,,0
6381,BRA,DNK,11466,1121.0,0.0,,0
6382,BRA,DOM,7325,1121.0,,,0
6383,BRA,DZA,9295,1121.0,386.0,,0
6384,BRA,ECU,9615,1121.0,347.0,,0
6385,BRA,EGY,12755,1121.0,175.0,,0
6386,BRA,ERI,15021,1121.0,592.0,,0
6387,BRA,ESP,8824,1121.0,655.0,,0
6388,BRA,EST,12082,1121.0,23.0,,0
6389,BRA,ETH,15021,1121.0,864.0,,0
6390,BRA,FIN,12098,1121.0,0.0,,0
6391,BRA,FJI,16306,1121.0,,,0
6392,BRA,FLK,3200,1121.0,0.0,,0
6393,BRA,FRA,9895,1121.0,757.0,,0
6394,BRA,FRO,10914,1121.0,0.0,,0
6395,BRA,FSM,20886,1121.0,,,0
6396,BRA,GAB,6315,1121.0,14.0,,0
6397,BRA,GBR,9939,1121.0,95.0,,0
6398,BRA,GEO,13007,1121.0,436.0,,0
6399,BRA,GHA,5677,1121.0,14.0,,0
6400,BRA,GIB,8823,1121.0,,,0
6401,BRA,GIN,5405,1121.0,0.0,,0
6402,BRA,GLP,6338,1121.0,,,0
6403,BRA,GMB,5798,1121.0,0.0,,0
6404,BRA,GNB,5596,1121.0,38.0,,0
6405,BRA,GNQ,6416,1121.0,,,0
6406,BRA,GRC,11626,1121.0,28.0,,0
6407,BRA,GRD,6121,1121.0,,,0
6408,BRA,GRL,10733,1121.0,,,0
6409,BRA,GTM,9968,1121.0,198.0,,0
6410,BRA,GUF,4947,1121.0,0.0,,0
6411,BRA,GUM,21467,1121.0,,,0
6412,BRA,GUY,5566,1121.0,45.0,,0
6413,BRA,HKG,20198,1121.0,,,0
6414,BRA,HND,8971,1121.0,275.0,,0
6415,BRA,HRV,12052,1121.0,264.0,,0
6416,BRA,HTI,7617,1121.0,,,0
6417,BRA,HUN,12132,1121.0,569.0,,0
6418,BRA,IDN,16783,1121.0,0.0,,0
6419,BRA,IND,15751,1121.0,1312.0,,0
6420,BRA,IRL,10222,1121.0,0.0,,0
6421,BRA,IRN,16372,1121.0,1533.0,,0
6422,BRA,IRQ,17242,1121.0,640.0,,0
6423,BRA,ISL,11043,1121.0,52.0,,0
6424,BRA,ISR,12988,1121.0,53.0,,0
6425,BRA,ITA,10190,1121.0,14.0,,0
6426,BRA,JAM,7982,1121.0,59.0,,0
6427,BRA,JOR,13537,1121.0,321.0,,0
6428,BRA,JPN,22369,1121.0,378.0,,0
6429,BRA,KAZ,12727,1121.0,3085.0,,0
6430,BRA,KEN,11703,1121.0,515.0,,0
6431,BRA,KGZ,16037,1121.0,3209.0,,0
6432,BRA,KHM,18523,1121.0,139.0,,0
6433,BRA,KIR,15830,1121.0,,,0
6434,BRA,KNA,6550,1121.0,,,0
6435,BRA,KOR,22049,1121.0,423.0,,0
6436,BRA,KWT,17216,1121.0,118.0,,0
6437,BRA,LAO,19069,1121.0,669.0,,0
6438,BRA,LBN,12846,1121.0,91.0,,0
6439,BRA,LBR,5008,1121.0,640.0,,0
6440,BRA,LBY,10887,1121.0,111.0,,0
6441,BRA,LCA,6135,1121.0,,,0
6442,BRA,LIE,12132,1121.0,684.0,,0
6443,BRA,LKA,15036,1121.0,100.0,,0
6444,BRA,LSO,7864,1121.0,579.0,,0
6445,BRA,LTU,12051,1121.0,,,0
6446,BRA,LUX,10111,1121.0,325.0,,0
6447,BRA,LVA,11886,1121.0,177.0,,0
6448,BRA,MAC,20186,1121.0,,,0
6449,BRA,MAR,8782,1121.0,257.0,,0
6450,BRA,MCO,10001,1121.0,0.0,,0
6451,BRA,MDA,12574,1121.0,501.0,,0
6452,BRA,MDG,10777,1121.0,283.0,,0
6453,BRA,MDV,14340,1121.0,,,0
6454,BRA,MEX,11037,1121.0,502.0,,0
6455,BRA,MHL,18782,1121.0,,,0
6456,BRA,MKD,11324,1121.0,329.0,,0
6457,BRA,MLI,5405,1121.0,855.0,,0
6458,BRA,MLT,10670,1121.0,,,0
6459,BRA,MMR,16727,1121.0,1372.0,,0
6460,BRA,MNE,11324,1121.0,53.0,,0
6461,BRA,MNG,21466,1121.0,2849.0,,0
6462,BRA,MNP,21380,1121.0,,,0
6463,BRA,MOZ,8345,1121.0,100.0,,0
6464,BRA,MRT,6745,1121.0,503.0,,0
6465,BRA,MSR,6444,1121.0,,,0
6466,BRA,MTQ,6183,1121.0,0.0,,0
6467,BRA,MUS,11091,1121.0,0.0,,0
6468,BRA,MWI,11497,1121.0,1680.0,,0
6469,BRA,MYS,16971,1121.0,65.0,,0
6470,BRA,MYT,10749,1121.0,,,0
6471,BRA,NAM,5776,1121.0,334.0,,0
6472,BRA,NCL,17157,1121.0,142.0,,0
6473,BRA,NER,5914,1121.0,1016.0,,0
6474,BRA,NFK,16487,1121.0,,,0
6475,BRA,NGA,6040,1121.0,667.0,,0
6476,BRA,NIC,8484,1121.0,486.0,,0
6477,BRA,NIU,15120,1121.0,,,0
6478,BRA,NLD,10110,1121.0,167.0,,0
6479,BRA,NOR,11094,1121.0,54.0,,0
6480,BRA,NPL,17202,1121.0,1662.0,,0
6481,BRA,NRU,18584,1121.0,,,0
6482,BRA,NZL,15287,1121.0,597.0,,0
6483,BRA,OMN,14682,1121.0,1053.0,,0
6484,BRA,PAK,16036,1121.0,1449.0,,0
6485,BRA,PAN,8309,1121.0,56.0,,0
6486,BRA,PER,10248,1121.0,974.0,,0
6487,BRA,PHL,19832,1121.0,230.0,,0
6488,BRA,PLW,20388,1121.0,,,0
6489,BRA,PNG,19962,1121.0,0.0,,0
6490,BRA,POL,11909,1121.0,446.0,,0
6491,BRA,PRI,6747,1121.0,,,0
6492,BRA,PRK,22834,1121.0,529.0,,0
6493,BRA,PRT,8761,1121.0,2.0,,0
6494,BRA,PRY,1710,1121.0,1350.0,,0
6495,BRA,PSE,12990,1121.0,,,0
6496,BRA,PYF,13578,1121.0,,,0
6497,BRA,QAT,16676,1121.0,29.0,,0
6498,BRA,REU,10833,1121.0,,,0
6499,BRA,ROU,12573,1121.0,203.0,,0
6500,BRA,RUS,12727,1121.0,1512.0,,0
6501,BRA,RWA,11497,1121.0,1331.0,,0
6502,BRA,SAU,14235,1121.0,973.0,,0
6503,BRA,SDN,14047,1121.0,1139.0,,0
6504,BRA,SEN,5915,1121.0,0.0,,0
6505,BRA,SGP,17316,1121.0,0.0,,0
6506,BRA,SHN,3011,1121.0,,,0
6507,BRA,SLB,19260,1121.0,,,0
6508,BRA,SLE,5228,1121.0,183.0,,0
6509,BRA,SLV,9735,1121.0,44.0,,0
6510,BRA,SMR,10190,1121.0,359.0,,0
6511,BRA,SOM,13170,1121.0,550.0,,0
6512,BRA,SPM,9043,1121.0,0.0,,0
6513,BRA,SRB,11357,1121.0,404.0,,0
6514,BRA,STP,6158,1121.0,,,0
6515,BRA,SUR,5155,1121.0,0.0,,0
6516,BRA,SVK,12132,1121.0,527.0,,0
6517,BRA,SVN,12132,1121.0,111.0,,0
6518,BRA,SWE,10990,1121.0,472.0,,0
6519,BRA,SWZ,8346,1121.0,317.0,,0
6520,BRA,SYC,12201,1121.0,0.0,,0
6521,BRA,SYR,12808,1121.0,210.0,,0
6522,BRA,TCA,7646,1121.0,,,0
6523,BRA,TCD,6468,1121.0,1529.0,,0
6524,BRA,TGO,5828,1121.0,0.0,,0
6525,BRA,THA,19067,1121.0,19.0,,0
6526,BRA,TJK,16037,1121.0,2104.0,,0
6527,BRA,TKL,16182,1121.0,,,0
6528,BRA,TKM,16371,1121.0,1948.0,,0
6529,BRA,TLS,18669,1121.0,205.0,,0
6530,BRA,TON,15546,1121.0,,,0
6531,BRA,TTO,6122,1121.0,,,0
6532,BRA,TUN,10241,1121.0,7.0,,0
6533,BRA,TUR,12045,1121.0,476.0,,0
6534,BRA,TUV,17065,1121.0,,,0
6535,BRA,TWN,20464,1121.0,347.0,,0
6536,BRA,TZA,11497,1121.0,194.0,,0
6537,BRA,UGA,11703,1121.0,1137.0,,0
6538,BRA,UKR,12775,1121.0,,,0
6539,BRA,URY,1710,1121.0,749.0,,0
6540,BRA,USA,9777,1121.0,2242.0,,0
6541,BRA,UZB,16037,1121.0,2633.0,,0
6542,BRA,VCT,6124,1121.0,,,0
6543,BRA,VEN,6889,1121.0,205.0,,0
6544,BRA,VGB,6721,1121.0,0.0,,0
6545,BRA,VIR,6725,1121.0,0.0,,0
6546,BRA,VNM,18630,1121.0,1514.0,,0
6547,BRA,VUT,17307,1121.0,0.0,,0
6548,BRA,WLF,16155,1121.0,,,0
6549,BRA,WSM,15773,1121.0,,,0
6550,BRA,YEM,14727,1121.0,345.0,,0
6551,BRA,ZAF,7864,1121.0,630.0,,0
6552,BRA,ZMB,8346,1121.0,1757.0,,0
6553,BRA,ZWE,8346,1121.0,1301.0,,0
6554,BRB,ABW,1024,0.0,,,0
6555,BRB,AFG,15456,0.0,1471.0,,0
6556,BRB,AGO,8484,0.0,1184.0,,0
6557,BRB,AIA,729,0.0,,,0
6558,BRB,ALB,7757,0.0,248.0,,0
6559,BRB,AND,6652,0.0,453.0,,0
6560,BRB,ANT,655,0.0,,,0
6561,BRB,ARE,15707,0.0,229.0,,0
6562,BRB,ARG,8555,0.0,1738.0,,0
6563,BRB,ARM,9483,0.0,818.0,,0
6564,BRB,ASM,12422,0.0,,,0
6565,BRB,ATG,486,0.0,,,0
6566,BRB,AUS,16599,0.0,638.0,,0
6567,BRB,AUT,8888,0.0,468.0,,0
6568,BRB,AZE,9483,0.0,1197.0,,0
6569,BRB,BDI,14719,0.0,1365.0,,0
6570,BRB,BEL,5671,0.0,132.0,,0
6571,BRB,BEN,6584,0.0,80.0,,0
6572,BRB,BFA,6497,0.0,971.0,,0
6573,BRB,BGD,19036,0.0,996.0,,0
6574,BRB,BGR,9027,0.0,451.0,,0
6575,BRB,BHR,16180,0.0,0.0,,0
6576,BRB,BHS,2139,0.0,,,0
6577,BRB,BIH,8112,0.0,197.0,,0
6578,BRB,BLR,7567,0.0,530.0,,0
6579,BRB,BLZ,2903,0.0,78.0,,0
6580,BRB,BMU,2318,0.0,0.0,,0
6581,BRB,BOL,7441,0.0,2520.0,,0
6582,BRB,BRA,5998,0.0,1121.0,,0
6583,BRB,BRN,21168,0.0,42.0,,0
6584,BRB,BTN,19038,0.0,1072.0,,0
6585,BRB,BWA,11086,0.0,947.0,,0
6586,BRB,CAF,7205,0.0,1273.0,,0
6587,BRB,CAN,4430,0.0,1102.0,,0
6588,BRB,CHE,6652,0.0,581.0,,0
6589,BRB,CHL,7441,0.0,116.0,,0
6590,BRB,CHN,18421,0.0,1449.0,,0
6591,BRB,CIV,5922,0.0,251.0,,0
6592,BRB,CMR,7206,0.0,283.0,,0
6593,BRB,COD,8053,0.0,,,0
6594,BRB,COG,7934,0.0,438.0,,0
6595,BRB,COK,11322,0.0,,,0
6596,BRB,COL,1677,0.0,934.0,,0
6597,BRB,COM,13966,0.0,,,0
6598,BRB,CPV,3456,0.0,,,0
6599,BRB,CRI,2417,0.0,142.0,,0
6600,BRB,CUB,2458,0.0,,,0
6601,BRB,CYM,2284,0.0,0.0,,0
6602,BRB,CYP,9916,0.0,43.0,,0
6603,BRB,CZE,5903,0.0,693.0,,0
6604,BRB,DEU,5904,0.0,391.0,,0
6605,BRB,DJI,12899,0.0,297.0,,0
6606,BRB,DMA,281,0.0,0.0,,0
6607,BRB,DNK,6981,0.0,0.0,,0
6608,BRB,DOM,1184,0.0,,,0
6609,BRB,DZA,6051,0.0,386.0,,0
6610,BRB,ECU,3397,0.0,347.0,,0
6611,BRB,EGY,9884,0.0,175.0,,0
6612,BRB,ERI,12774,0.0,592.0,,0
6613,BRB,ESP,5580,0.0,655.0,,0
6614,BRB,EST,7594,0.0,23.0,,0
6615,BRB,ETH,12773,0.0,864.0,,0
6616,BRB,FIN,7616,0.0,0.0,,0
6617,BRB,FJI,13583,0.0,,,0
6618,BRB,FLK,8869,0.0,0.0,,0
6619,BRB,FRA,6651,0.0,757.0,,0
6620,BRB,FRO,5677,0.0,0.0,,0
6621,BRB,FSM,15683,0.0,,,0
6622,BRB,GAB,7385,0.0,14.0,,0
6623,BRB,GBR,5431,0.0,95.0,,0
6624,BRB,GEO,9763,0.0,436.0,,0
6625,BRB,GHA,6347,0.0,14.0,,0
6626,BRB,GIB,5578,0.0,,,0
6627,BRB,GIN,4670,0.0,0.0,,0
6628,BRB,GLP,363,0.0,,,0
6629,BRB,GMB,4263,0.0,0.0,,0
6630,BRB,GNB,4364,0.0,38.0,,0
6631,BRB,GNQ,7369,0.0,,,0
6632,BRB,GRC,8383,0.0,28.0,,0
6633,BRB,GRD,213,0.0,,,0
6634,BRB,GRL,5634,0.0,,,0
6635,BRB,GTM,3903,0.0,198.0,,0
6636,BRB,GUF,1260,0.0,0.0,,0
6637,BRB,GUM,16098,0.0,,,0
6638,BRB,GUY,870,0.0,45.0,,0
6639,BRB,HKG,19189,0.0,,,0
6640,BRB,HND,2832,0.0,275.0,,0
6641,BRB,HRV,8809,0.0,264.0,,0
6642,BRB,HTI,1476,0.0,,,0
6643,BRB,HUN,8888,0.0,569.0,,0
6644,BRB,IDN,20352,0.0,0.0,,0
6645,BRB,IND,16181,0.0,1312.0,,0
6646,BRB,IRL,5521,0.0,0.0,,0
6647,BRB,IRN,15780,0.0,1533.0,,0
6648,BRB,IRQ,16729,0.0,640.0,,0
6649,BRB,ISL,5765,0.0,52.0,,0
6650,BRB,ISR,10109,0.0,53.0,,0
6651,BRB,ITA,6947,0.0,14.0,,0
6652,BRB,JAM,1844,0.0,59.0,,0
6653,BRB,JOR,10742,0.0,321.0,,0
6654,BRB,JPN,17059,0.0,378.0,,0
6655,BRB,KAZ,9483,0.0,3085.0,,0
6656,BRB,KEN,14926,0.0,515.0,,0
6657,BRB,KGZ,15456,0.0,3209.0,,0
6658,BRB,KHM,21011,0.0,139.0,,0
6659,BRB,KIR,10366,0.0,,,0
6660,BRB,KNA,574,0.0,,,0
6661,BRB,KOR,17780,0.0,423.0,,0
6662,BRB,KWT,16701,0.0,118.0,,0
6663,BRB,LAO,21568,0.0,669.0,,0
6664,BRB,LBN,9964,0.0,91.0,,0
6665,BRB,LBR,5492,0.0,640.0,,0
6666,BRB,LBY,7643,0.0,111.0,,0
6667,BRB,LCA,140,0.0,,,0
6668,BRB,LIE,8888,0.0,684.0,,0
6669,BRB,LKA,17143,0.0,100.0,,0
6670,BRB,LSO,11086,0.0,579.0,,0
6671,BRB,LTU,7566,0.0,,,0
6672,BRB,LUX,5604,0.0,325.0,,0
6673,BRB,LVA,7380,0.0,177.0,,0
6674,BRB,MAC,19247,0.0,,,0
6675,BRB,MAR,5537,0.0,257.0,,0
6676,BRB,MCO,6757,0.0,0.0,,0
6677,BRB,MDA,9330,0.0,501.0,,0
6678,BRB,MDG,14062,0.0,283.0,,0
6679,BRB,MDV,16589,0.0,,,0
6680,BRB,MEX,4972,0.0,502.0,,0
6681,BRB,MHL,13231,0.0,,,0
6682,BRB,MKD,8081,0.0,329.0,,0
6683,BRB,MLI,4668,0.0,855.0,,0
6684,BRB,MLT,7427,0.0,,,0
6685,BRB,MMR,18953,0.0,1372.0,,0
6686,BRB,MNE,8081,0.0,53.0,,0
6687,BRB,MNG,18420,0.0,2849.0,,0
6688,BRB,MNP,16009,0.0,,,0
6689,BRB,MOZ,11568,0.0,100.0,,0
6690,BRB,MRT,4426,0.0,503.0,,0
6691,BRB,MSR,468,0.0,,,0
6692,BRB,MTQ,202,0.0,0.0,,0
6693,BRB,MUS,14461,0.0,0.0,,0
6694,BRB,MWI,14719,0.0,1680.0,,0
6695,BRB,MYS,19437,0.0,65.0,,0
6696,BRB,MYT,13971,0.0,,,0
6697,BRB,NAM,8787,0.0,334.0,,0
6698,BRB,NCL,14784,0.0,142.0,,0
6699,BRB,NER,6583,0.0,1016.0,,0
6700,BRB,NFK,14632,0.0,,,0
6701,BRB,NGA,6720,0.0,667.0,,0
6702,BRB,NIC,2345,0.0,486.0,,0
6703,BRB,NIU,12462,0.0,,,0
6704,BRB,NLD,5604,0.0,167.0,,0
6705,BRB,NOR,6588,0.0,54.0,,0
6706,BRB,NPL,19038,0.0,1662.0,,0
6707,BRB,NRU,14057,0.0,,,0
6708,BRB,NZL,13915,0.0,597.0,,0
6709,BRB,OMN,14053,0.0,1053.0,,0
6710,BRB,PAK,15456,0.0,1449.0,,0
6711,BRB,PAN,2137,0.0,56.0,,0
6712,BRB,PER,4034,0.0,974.0,,0
6713,BRB,PHL,18833,0.0,230.0,,0
6714,BRB,PLW,16901,0.0,,,0
6715,BRB,PNG,16566,0.0,0.0,,0
6716,BRB,POL,7462,0.0,446.0,,0
6717,BRB,PRI,771,0.0,,,0
6718,BRB,PRK,17564,0.0,529.0,,0
6719,BRB,PRT,4632,0.0,2.0,,0
6720,BRB,PRY,7576,0.0,1350.0,,0
6721,BRB,PSE,10119,0.0,,,0
6722,BRB,PYF,10380,0.0,,,0
6723,BRB,QAT,16085,0.0,29.0,,0
6724,BRB,REU,14175,0.0,,,0
6725,BRB,ROU,9330,0.0,203.0,,0
6726,BRB,RUS,9483,0.0,1512.0,,0
6727,BRB,RWA,14719,0.0,1331.0,,0
6728,BRB,SAU,11548,0.0,973.0,,0
